pathogen_name,taxonid,ARG_name,aro_id,frequency,antibiotic_name
Klebsiella pneumoniae,573,VEB-3,3002372,0.000271,"Cephalosporin,Monobactam"
Klebsiella pneumoniae,573,VEB-4,3002373,6.3e-05,"Cephalosporin,Monobactam"
Klebsiella pneumoniae,573,VEB-5,3002375,0.001544,"Cephalosporin,Monobactam"
Klebsiella pneumoniae,573,VEB-8,3002377,2.1e-05,"Cephalosporin,Monobactam"
Klebsiella pneumoniae,573,VEB-9,3002378,0.000125,"Cephalosporin,Monobactam"
Klebsiella pneumoniae,573,BEL-1,3002385,0.000125,"Cephalosporin,Monobactam,Penam"
Klebsiella pneumoniae,573,OXY-1-3,3002391,2.1e-05,"Cephalosporin,Monobactam,Penam"
Klebsiella pneumoniae,573,OXY-2-11,3002406,2.1e-05,"Cephalosporin,Monobactam,Penam"
Klebsiella pneumoniae,573,OKP-A-2,3002419,2.1e-05,"Cephalosporin,Penam"
Klebsiella pneumoniae,573,OKP-A-5,3002422,2.1e-05,"Cephalosporin,Penam"
Klebsiella pneumoniae,573,OKP-A-6,3002423,2.1e-05,"Cephalosporin,Penam"
Klebsiella pneumoniae,573,OKP-A-8,3002425,2.1e-05,"Cephalosporin,Penam"
Klebsiella pneumoniae,573,OKP-A-10,3002427,2.1e-05,"Cephalosporin,Penam"
Klebsiella pneumoniae,573,OKP-A-11,3002428,2.1e-05,"Cephalosporin,Penam"
Klebsiella pneumoniae,573,OKP-A-12,3002429,2.1e-05,"Cephalosporin,Penam"
Klebsiella pneumoniae,573,OKP-B-2,3002435,6.3e-05,"Cephalosporin,Penam"
Klebsiella pneumoniae,573,OKP-B-3,3002436,2.1e-05,"Cephalosporin,Penam"
Klebsiella pneumoniae,573,OKP-B-5,3002438,0.000146,"Cephalosporin,Penam"
Klebsiella pneumoniae,573,OKP-B-6,3002439,8.3e-05,"Cephalosporin,Penam"
Klebsiella pneumoniae,573,OKP-B-8,3002441,4.2e-05,"Cephalosporin,Penam"
Klebsiella pneumoniae,573,LEN-2,3002455,0.000188,"Penam,Penem"
Klebsiella pneumoniae,573,LEN-8,3002458,2.1e-05,"Penam,Penem"
Klebsiella pneumoniae,573,LEN-9,3002459,2.1e-05,"Penam,Penem"
Klebsiella pneumoniae,573,LEN-11,3002461,2.1e-05,"Penam,Penem"
Klebsiella pneumoniae,573,LEN-13,3002463,0.000125,"Penam,Penem"
Klebsiella pneumoniae,573,LEN-16,3002464,8.3e-05,"Penam,Penem"
Klebsiella pneumoniae,573,LEN-17,3002473,2.1e-05,"Penam,Penem"
Klebsiella pneumoniae,573,LEN-25,3002479,2.1e-05,"Penam,Penem"
Klebsiella pneumoniae,573,CTX-M-85,3002495,4.2e-05,Cephalosporin
Klebsiella pneumoniae,573,PDC-5,3002502,2.1e-05,"Ampicillin,Cefalotin,Cefazolin,Cefixime,Cefoxitin,Ceftazidime,Ceftriaxone"
Klebsiella pneumoniae,573,AAC(2')-Ia,3002523,2.1e-05,"6'-N-ethylNetilmicin,Dibekacin,Netilmicin,Tobramycin"
Klebsiella pneumoniae,573,AAC(3)-Ia,3002528,0.001294,"Astromicin,Sisomicin"
Klebsiella pneumoniae,573,AAC(3)-Ib,3002530,0.00025,"Astromicin,Sisomicin"
Klebsiella pneumoniae,573,AAC(3)-Ic,3002531,4.2e-05,"Astromicin,Sisomicin"
Klebsiella pneumoniae,573,AAC(3)-IIc,3002535,0.010746,"2'-N-ethylNetilmicin,6'-N-ethylNetilmicin,Dibekacin,Netilmicin,Sisomicin,Tobramycin"
Klebsiella pneumoniae,573,AAC(3)-IVa,3002539,0.020449,"2'-N-ethylNetilmicin,6'-N-ethylNetilmicin,Apramycin,Dibekacin,Netilmicin,Sisomicin,Tobramycin"
Klebsiella pneumoniae,573,AAC(3)-VIa,3002540,0.001502,"6'-N-ethylNetilmicin,Sisomicin"
Klebsiella pneumoniae,573,AAC(6')-Ia,3002545,0.000167,"2'-N-ethylNetilmicin,5-epiSisomicin,Amikacin,Dibekacin,Netilmicin,Sisomicin,Tobramycin"
Klebsiella pneumoniae,573,AAC(6')-Ib,3002546,0.033073,"Amikacin,Kanamycin A,Tobramycin"
Klebsiella pneumoniae,573,AAC(6')-Ib-cr1,3002547,2.1e-05,"Amikacin,CiprOfloxacin,Kanamycin A,Tobramycin"
Klebsiella pneumoniae,573,AAC(6')-Ic,3002549,4.2e-05,"2'-N-ethylNetilmicin,5-epiSisomicin,Amikacin,Dibekacin,Netilmicin,Sisomicin,Tobramycin"
Klebsiella pneumoniae,573,AAC(6')-Iq,3002560,0.000459,"2'-N-ethylNetilmicin,5-epiSisomicin,Amikacin,Dibekacin,Netilmicin,Sisomicin,Tobramycin"
Klebsiella pneumoniae,573,AAC(6')-Iaf,3002574,0.000689,"2'-N-ethylNetilmicin,5-epiSisomicin,Amikacin,Dibekacin,Netilmicin,Sisomicin,Tobramycin"
Klebsiella pneumoniae,573,AAC(6')-Iai,3002575,2.1e-05,"2'-N-ethylNetilmicin,5-epiSisomicin,Amikacin,Dibekacin,Netilmicin,Sisomicin,Tobramycin"
Klebsiella pneumoniae,573,AAC(6')-Ib3,3002576,0.008618,"Amikacin,Kanamycin A,Tobramycin"
Klebsiella pneumoniae,573,AAC(6')-Ib4,3002577,0.001419,"Amikacin,Kanamycin A,Tobramycin"
Klebsiella pneumoniae,573,AAC(6')-Ib7,3002578,0.000271,"Amikacin,Kanamycin A,Tobramycin"
Klebsiella pneumoniae,573,AAC(6')-Ib8,3002579,0.00409,"Amikacin,Kanamycin A,Tobramycin"
Klebsiella pneumoniae,573,AAC(6')-Ib9,3002580,0.033845,"Amikacin,Kanamycin A,Tobramycin"
Klebsiella pneumoniae,573,AAC(6')-Ib10,3002581,0.144142,"Amikacin,Kanamycin A,Tobramycin"
Klebsiella pneumoniae,573,AAC(6')-Ib11,3002582,0.000209,"Amikacin,Kanamycin A,Tobramycin"
Klebsiella pneumoniae,573,AAC(6')-29b,3002584,0.000104,"Amikacin,Dibekacin,Isepamicin,Kanamycin A,Tobramycin"
Klebsiella pneumoniae,573,AAC(6')-31,3002585,0.000167,"Amikacin,Isepamicin,Kanamycin A,Neomycin,Netilmicin,Sisomicin,Tobramycin"
Klebsiella pneumoniae,573,AAC(6')-I33,3002587,0.001669,"Amikacin,Tobramycin"
Klebsiella pneumoniae,573,AAC(6')-IIa,3002594,0.000334,"2'-N-ethylNetilmicin,5-epiSisomicin,Dibekacin,Netilmicin,Sisomicin,Tobramycin"
Klebsiella pneumoniae,573,AAC(6')-IIc,3002596,0.003359,"2'-N-ethylNetilmicin,5-epiSisomicin,Dibekacin,Netilmicin,Sisomicin,Tobramycin"
Klebsiella pneumoniae,573,AAC(6')-Ie-APH(2'')-Ia bifunctional protein,3002597,0.000125,"2'-N-ethylNetilmicin,5-epiSisomicin,Amikacin,Dibekacin,Gentamicin A,Kanamycin A,Netilmicin,Sisomicin,Tobramycin"
Klebsiella pneumoniae,573,ANT(3'')-II-AAC(6')-IId bifunctional protein,3002598,4.2e-05,"2'-N-ethylNetilmicin,5-epiSisomicin,Dibekacin,Gentamicin A,Netilmicin,Sisomicin,Spectinomycin,Streptomycin,Tobramycin"
Klebsiella pneumoniae,573,AadA,3002601,0.184184,"Spectinomycin,Streptomycin"
Klebsiella pneumoniae,573,AadA2,3002602,0.310569,"Spectinomycin,Streptomycin"
Klebsiella pneumoniae,573,AadA3,3002603,0.002608,"Spectinomycin,Streptomycin"
Klebsiella pneumoniae,573,AadA4,3002604,6.3e-05,"Spectinomycin,Streptomycin"
Klebsiella pneumoniae,573,AadA5,3002605,0.022953,"Spectinomycin,Streptomycin"
Klebsiella pneumoniae,573,AadA6,3002606,4.2e-05,"Spectinomycin,Streptomycin"
Klebsiella pneumoniae,573,AadA7,3002607,2.1e-05,"Spectinomycin,Streptomycin"
Klebsiella pneumoniae,573,AadA8,3002608,0.000292,"Spectinomycin,Streptomycin"
Klebsiella pneumoniae,573,AadA11,3002611,2.1e-05,"Spectinomycin,Streptomycin"
Klebsiella pneumoniae,573,AadA12,3002612,0.000146,"Spectinomycin,Streptomycin"
Klebsiella pneumoniae,573,AadA13,3002613,0.000209,"Spectinomycin,Streptomycin"
Klebsiella pneumoniae,573,AadA15,3002615,0.000563,"Spectinomycin,Streptomycin"
Klebsiella pneumoniae,573,AadA16,3002616,0.046468,"Spectinomycin,Streptomycin"
Klebsiella pneumoniae,573,AadA17,3002617,0.000563,"Spectinomycin,Streptomycin"
Klebsiella pneumoniae,573,AadA22,3002619,0.00025,"Spectinomycin,Streptomycin"
Klebsiella pneumoniae,573,AadA23,3002620,0.001043,"Spectinomycin,Streptomycin"
Klebsiella pneumoniae,573,AadA24,3002621,0.011101,"Spectinomycin,Streptomycin"
Klebsiella pneumoniae,573,ANT(4')-IIb,3002625,0.000125,"Amikacin,Isepamicin,Tobramycin"
Klebsiella pneumoniae,573,ANT(6)-Ia,3002626,8.3e-05,Streptomycin
Klebsiella pneumoniae,573,AadK,3002627,2.1e-05,Streptomycin
Klebsiella pneumoniae,573,Aad(6),3002628,6.3e-05,Streptomycin
Klebsiella pneumoniae,573,ANT(9)-Ia,3002630,4.2e-05,Spectinomycin
Klebsiella pneumoniae,573,APH(2'')-IIa,3002635,0.001252,Plazomicin
Klebsiella pneumoniae,573,APH(3'')-Ib,3002639,0.303015,Streptomycin
Klebsiella pneumoniae,573,APH(3')-Ia,3002641,0.171956,"Gentamicin B,Kanamycin A,Neomycin,Paromomycin,Ribostamycin"
Klebsiella pneumoniae,573,APH(3')-Ib,3002642,2.1e-05,"Gentamicin B,Kanamycin A,Neomycin,Paromomycin,Ribostamycin"
Klebsiella pneumoniae,573,APH(3')-IIa,3002644,0.003693,"Butirosin,Gentamicin B,Kanamycin A,Neomycin,Paromomycin,Ribostamycin"
Klebsiella pneumoniae,573,APH(3')-IIb,3002645,2.1e-05,"Butirosin,Gentamicin B,Kanamycin A,Neomycin,Paromomycin,Ribostamycin"
Klebsiella pneumoniae,573,APH(3')-IIc,3002646,2.1e-05,"Butirosin,Gentamicin B,Kanamycin A,Neomycin,Paromomycin,Ribostamycin"
Klebsiella pneumoniae,573,APH(3')-IIIa,3002647,8.3e-05,"Amikacin,Butirosin,Gentamicin B,Isepamicin,Kanamycin A,Neomycin,Paromomycin,Ribostamycin"
Klebsiella pneumoniae,573,APH(3')-VIa,3002652,0.05471,"Amikacin,Butirosin,Gentamicin B,Isepamicin,Kanamycin A,Neomycin,Paromomycin,Ribostamycin"
Klebsiella pneumoniae,573,APH(3')-VIb,3002653,0.004903,"Amikacin,Butirosin,Gentamicin B,Isepamicin,Kanamycin A,Neomycin,Paromomycin,Ribostamycin"
Klebsiella pneumoniae,573,APH(4)-Ia,3002655,0.021721,Hygromycin B
Klebsiella pneumoniae,573,APH(6)-Ic,3002659,0.000292,Streptomycin
Klebsiella pneumoniae,573,APH(6)-Id,3002660,0.303537,Streptomycin
Klebsiella pneumoniae,573,APH(7'')-Ia,3002661,6.3e-05,Hygromycin B
Klebsiella pneumoniae,573,RmtF,3002666,0.032488,"Astromicin,Gentamicin A,Kanamycin A"
Klebsiella pneumoniae,573,RmtD,3002667,0.000167,"Amikacin,Arbekacin,Gentamicin A,Tobramycin"
Klebsiella pneumoniae,573,RmtG,3002668,0.000459,"Amikacin,Arbekacin,Gentamicin A,Tobramycin"
Klebsiella pneumoniae,573,Limosilactobacillus reuteri cat-TC,3002671,2.1e-05,"Azidamfenicol,Chloramphenicol,Thiamphenicol"
Klebsiella pneumoniae,573,CatB2,3002675,0.002692,"Azidamfenicol,Chloramphenicol,Thiamphenicol"
Klebsiella pneumoniae,573,CatB3,3002676,0.085884,"Azidamfenicol,Chloramphenicol,Thiamphenicol"
Klebsiella pneumoniae,573,Pseudomonas aeruginosa catB6,3002678,8.3e-05,"Azidamfenicol,Chloramphenicol,Thiamphenicol"
Klebsiella pneumoniae,573,Pseudomonas aeruginosa catB7,3002679,4.2e-05,"Azidamfenicol,Chloramphenicol,Thiamphenicol"
Klebsiella pneumoniae,573,CatB8,3002680,0.001231,"Azidamfenicol,Chloramphenicol,Thiamphenicol"
Klebsiella pneumoniae,573,CatI,3002683,0.168179,"Azidamfenicol,Chloramphenicol,Thiamphenicol"
Klebsiella pneumoniae,573,CatII,3002684,0.000438,"Azidamfenicol,Chloramphenicol,Thiamphenicol"
Klebsiella pneumoniae,573,CatIII,3002685,4.2e-05,"Azidamfenicol,Chloramphenicol,Thiamphenicol"
Klebsiella pneumoniae,573,Plasmid-encoded cat (pp-cat),3002689,0.013125,"Azidamfenicol,Chloramphenicol,Thiamphenicol"
Klebsiella pneumoniae,573,CmlA1,3002693,0.02337,Chloramphenicol
Klebsiella pneumoniae,573,CmlA4,3002694,0.001252,Chloramphenicol
Klebsiella pneumoniae,573,CmlA5,3002695,0.025603,Chloramphenicol
Klebsiella pneumoniae,573,CmlA6,3002696,0.003339,Chloramphenicol
Klebsiella pneumoniae,573,CmlB,3002698,2.1e-05,Chloramphenicol
Klebsiella pneumoniae,573,Cmx,3002703,8.3e-05,Chloramphenicol
Klebsiella pneumoniae,573,FloR,3002705,0.047679,"Chloramphenicol,Florfenicol"
Klebsiella pneumoniae,573,QnrA1,3002707,0.007094,CiprOfloxacin
Klebsiella pneumoniae,573,QnrA3,3002709,0.000313,CiprOfloxacin
Klebsiella pneumoniae,573,QnrA6,3002712,0.000605,CiprOfloxacin
Klebsiella pneumoniae,573,QnrB1,3002714,0.158164,CiprOfloxacin
Klebsiella pneumoniae,573,QnrB2,3002715,0.008764,CiprOfloxacin
Klebsiella pneumoniae,573,QnrB3,3002716,2.1e-05,CiprOfloxacin
Klebsiella pneumoniae,573,QnrB4,3002718,0.033093,CiprOfloxacin
Klebsiella pneumoniae,573,QnrB5,3002719,2.1e-05,CiprOfloxacin
Klebsiella pneumoniae,573,QnrB6,3002720,0.018362,CiprOfloxacin
Klebsiella pneumoniae,573,QnrB7,3002721,0.001002,CiprOfloxacin
Klebsiella pneumoniae,573,QnrB9,3002723,0.002671,CiprOfloxacin
Klebsiella pneumoniae,573,QnrB10,3002724,0.00023,CiprOfloxacin
Klebsiella pneumoniae,573,QnrB12,3002726,0.000209,CiprOfloxacin
Klebsiella pneumoniae,573,QnrB13,3002727,4.2e-05,CiprOfloxacin
Klebsiella pneumoniae,573,QnrB16,3002731,8.3e-05,CiprOfloxacin
Klebsiella pneumoniae,573,QnrB17,3002732,0.001481,CiprOfloxacin
Klebsiella pneumoniae,573,QnrB19,3002734,0.005467,CiprOfloxacin
Klebsiella pneumoniae,573,QnrB20,3002735,0.005717,CiprOfloxacin
Klebsiella pneumoniae,573,QnrB21,3002736,4.2e-05,CiprOfloxacin
Klebsiella pneumoniae,573,QnrB26,3002741,0.000146,CiprOfloxacin
Klebsiella pneumoniae,573,QnrB29,3002744,4.2e-05,CiprOfloxacin
Klebsiella pneumoniae,573,QnrB31,3002746,6.3e-05,CiprOfloxacin
Klebsiella pneumoniae,573,QnrB32,3002747,2.1e-05,CiprOfloxacin
Klebsiella pneumoniae,573,QnrB42,3002757,4.2e-05,CiprOfloxacin
Klebsiella pneumoniae,573,QnrB45,3002760,0.000188,CiprOfloxacin
Klebsiella pneumoniae,573,QnrB46,3002761,2.1e-05,CiprOfloxacin
Klebsiella pneumoniae,573,QnrB55,3002768,6.3e-05,CiprOfloxacin
Klebsiella pneumoniae,573,QnrB57,3002770,2.1e-05,CiprOfloxacin
Klebsiella pneumoniae,573,QnrB65,3002777,6.3e-05,CiprOfloxacin
Klebsiella pneumoniae,573,QnrB66,3002778,0.000125,CiprOfloxacin
Klebsiella pneumoniae,573,QnrB68,3002780,2.1e-05,CiprOfloxacin
Klebsiella pneumoniae,573,QnrB69,3002781,2.1e-05,CiprOfloxacin
Klebsiella pneumoniae,573,QnrB71,3002783,2.1e-05,CiprOfloxacin
Klebsiella pneumoniae,573,QnrD1,3002788,0.000355,CiprOfloxacin
Klebsiella pneumoniae,573,QnrS1,3002790,0.187376,CiprOfloxacin
Klebsiella pneumoniae,573,QnrS2,3002791,0.000668,CiprOfloxacin
Klebsiella pneumoniae,573,QnrS3,3002792,2.1e-05,CiprOfloxacin
Klebsiella pneumoniae,573,QnrS4,3002793,4.2e-05,CiprOfloxacin
Klebsiella pneumoniae,573,QnrS9,3002798,0.000167,CiprOfloxacin
Klebsiella pneumoniae,573,QnrVC1,3002799,8.3e-05,CiprOfloxacin
Klebsiella pneumoniae,573,QnrVC4,3002801,0.000125,CiprOfloxacin
Klebsiella pneumoniae,573,QnrVC6,3002803,2.1e-05,CiprOfloxacin
Klebsiella pneumoniae,573,FosA2,3002804,2.1e-05,Fosfomycin
Klebsiella pneumoniae,573,Pp-flo,3002812,2.1e-05,"Chloramphenicol,Florfenicol"
Klebsiella pneumoniae,573,LmrB,3002813,2.1e-05,Lincosamide antibiotic
Klebsiella pneumoniae,573,MsrC,3002819,2.1e-05,"Erythromycin,Quinupristin"
Klebsiella pneumoniae,573,EreA2,3002826,0.014919,Erythromycin
Klebsiella pneumoniae,573,LnuB,3002836,2.1e-05,"Clindamycin,Lincomycin"
Klebsiella pneumoniae,573,LnuF,3002839,2.1e-05,"Clindamycin,Lincomycin"
Klebsiella pneumoniae,573,Arr-2,3002847,0.053688,Rifampin
Klebsiella pneumoniae,573,Arr-3,3002848,0.079291,Rifampin
Klebsiella pneumoniae,573,Arr-4,3002849,2.1e-05,Rifampin
Klebsiella pneumoniae,573,Arr-5,3002850,4.2e-05,Rifampin
Klebsiella pneumoniae,573,Arr-8,3002853,4.2e-05,Rifampin
Klebsiella pneumoniae,573,DfrA1,3002854,0.001127,Trimethoprim
Klebsiella pneumoniae,573,DfrA26,3002857,0.00073,Trimethoprim
Klebsiella pneumoniae,573,DfrA12,3002858,0.214231,Trimethoprim
Klebsiella pneumoniae,573,DfrA14,3002859,0.015524,Trimethoprim
Klebsiella pneumoniae,573,DfrA17,3002860,0.017527,Trimethoprim
Klebsiella pneumoniae,573,DfrA5,3002861,0.029045,Trimethoprim
Klebsiella pneumoniae,573,DfrA7,3002862,0.003067,Trimethoprim
Klebsiella pneumoniae,573,DfrA8,3002863,0.001252,Trimethoprim
Klebsiella pneumoniae,573,DfrB1,3002864,0.002003,Trimethoprim
Klebsiella pneumoniae,573,DfrF,3002867,2.1e-05,Trimethoprim
Klebsiella pneumoniae,573,DfrG,3002868,8.3e-05,Trimethoprim
Klebsiella pneumoniae,573,FosA3,3002872,0.038393,Fosfomycin
Klebsiella pneumoniae,573,LinG,3002879,0.001148,Lincomycin
Klebsiella pneumoniae,573,SAT-2,3002895,0.018112,Streptothricin
Klebsiella pneumoniae,573,SAT-4,3002897,4.2e-05,Streptothricin
Klebsiella pneumoniae,573,VanM,3002911,0.000104,glycoPeptide antibiotic
Klebsiella pneumoniae,573,VanR gene in vanA cluster,3002919,2.1e-05,glycoPeptide antibiotic
Klebsiella pneumoniae,573,VanR gene in vanM cluster,3002928,0.000146,glycoPeptide antibiotic
Klebsiella pneumoniae,573,VanS gene in vanA cluster,3002931,2.1e-05,glycoPeptide antibiotic
Klebsiella pneumoniae,573,VanS gene in vanM cluster,3002939,0.000146,glycoPeptide antibiotic
Klebsiella pneumoniae,573,VanH gene in vanA cluster,3002942,2.1e-05,glycoPeptide antibiotic
Klebsiella pneumoniae,573,VanH gene in vanM cluster,3002947,0.000271,glycoPeptide antibiotic
Klebsiella pneumoniae,573,VanX gene in vanA cluster,3002949,2.1e-05,glycoPeptide antibiotic
Klebsiella pneumoniae,573,VanX gene in vanM cluster,3002953,0.000188,glycoPeptide antibiotic
Klebsiella pneumoniae,573,VanY gene in vanA cluster,3002955,2.1e-05,glycoPeptide antibiotic
Klebsiella pneumoniae,573,VanY gene in vanM cluster,3002961,0.00023,glycoPeptide antibiotic
Klebsiella pneumoniae,573,VanZ gene in vanA cluster,3002962,2.1e-05,glycoPeptide antibiotic
Klebsiella pneumoniae,573,ArnA,3002985,2.1e-05,Peptide antibiotic
Klebsiella pneumoniae,573,BacA,3002986,0.002233,"Bacitracin A,Bacitracin B,Bacitracin F"
Klebsiella pneumoniae,573,DfrA10,3003011,0.000292,Trimethoprim
Klebsiella pneumoniae,573,DfrA15,3003013,0.000125,Trimethoprim
Klebsiella pneumoniae,573,DfrA16,3003014,0.002859,Trimethoprim
Klebsiella pneumoniae,573,DfrA19,3003015,0.004465,Trimethoprim
Klebsiella pneumoniae,573,DfrA21,3003017,0.00023,Trimethoprim
Klebsiella pneumoniae,573,DfrA23,3003019,0.003276,Trimethoprim
Klebsiella pneumoniae,573,DfrA25,3003020,0.003109,Trimethoprim
Klebsiella pneumoniae,573,DfrB3,3003022,0.00023,Trimethoprim
Klebsiella pneumoniae,573,MexV,3003030,2.1e-05,"Disinfecting agents and antiseptics,Fluoroquinolone antibiotic,Macrolide antibiotic,Phenicol antibiotic,Tetracycline antibiotic"
Klebsiella pneumoniae,573,MexW,3003031,2.1e-05,"Disinfecting agents and antiseptics,Fluoroquinolone antibiotic,Macrolide antibiotic,Phenicol antibiotic,Tetracycline antibiotic"
Klebsiella pneumoniae,573,MfpA,3003035,6.3e-05,"CiprOfloxacin,Sparfloxacin"
Klebsiella pneumoniae,573,QacA,3003046,2.1e-05,Fluoroquinolone antibiotic
Klebsiella pneumoniae,573,RosA,3003048,0.000125,Peptide antibiotic
Klebsiella pneumoniae,573,RosB,3003049,0.000104,Peptide antibiotic
Klebsiella pneumoniae,573,SmeA,3003051,2.1e-05,"Aminoglycoside antibiotic,Cephalosporin,Cephamycin,Penam"
Klebsiella pneumoniae,573,SmeB,3003052,2.1e-05,"Aminoglycoside antibiotic,Cephalosporin,Cephamycin,Penam"
Klebsiella pneumoniae,573,SmeC,3003053,2.1e-05,"Aminoglycoside antibiotic,Cephalosporin,Cephamycin,Penam"
Klebsiella pneumoniae,573,SmeS,3003067,2.1e-05,"Aminoglycoside antibiotic,Cephalosporin,Cephamycin,Penam"
Klebsiella pneumoniae,573,Erm(42),3003106,0.004611,"Clindamycin,Erythromycin"
Klebsiella pneumoniae,573,Mef(B),3003107,0.002316,Macrolide antibiotic
Klebsiella pneumoniae,573,MsrE,3003109,0.061742,Erythromycin
Klebsiella pneumoniae,573,LsaC,3003112,2.1e-05,"Clindamycin,Lincomycin,Pleuromutilin"
Klebsiella pneumoniae,573,OXA-427,3003115,2.1e-05,"CarbaPenem,Cephalosporin,Penam"
Klebsiella pneumoniae,573,OXA-436,3003128,2.1e-05,"CarbaPenem,Cephalosporin,Penam"
Klebsiella pneumoniae,573,KPC-21,3003145,0.000146,"CarbaPenem,Cephalosporin,Monobactam,Penam"
Klebsiella pneumoniae,573,SHV-185,3003152,0.00025,"CarbaPenem,Cephalosporin,Penam"
Klebsiella pneumoniae,573,SHV-186,3003153,0.000188,"CarbaPenem,Cephalosporin,Penam"
Klebsiella pneumoniae,573,SHV-187,3003154,0.016547,"CarbaPenem,Cephalosporin,Penam"
Klebsiella pneumoniae,573,SHV-188,3003155,0.000146,"CarbaPenem,Cephalosporin,Penam"
Klebsiella pneumoniae,573,SHV-189,3003156,0.000167,"CarbaPenem,Cephalosporin,Penam"
Klebsiella pneumoniae,573,TEM-219,3003157,0.000104,"Cephalosporin,Monobactam,Penam,Penem"
Klebsiella pneumoniae,573,TEM-220,3003158,8.3e-05,"Cephalosporin,Monobactam,Penam,Penem"
Klebsiella pneumoniae,573,CTX-M-155,3003163,6.3e-05,Cephalosporin
Klebsiella pneumoniae,573,CTX-M-156,3003164,2.1e-05,Cephalosporin
Klebsiella pneumoniae,573,CTX-M-157,3003165,0.000146,Cephalosporin
Klebsiella pneumoniae,573,CTX-M-161,3003169,2.1e-05,Cephalosporin
Klebsiella pneumoniae,573,KPC-22,3003180,0.000292,"CarbaPenem,Cephalosporin,Monobactam,Penam"
Klebsiella pneumoniae,573,GES-26,3003181,2.1e-05,"CarbaPenem,Cephalosporin,Penam"
Klebsiella pneumoniae,573,NDM-13,3003182,8.3e-05,"CarbaPenem,Cephalosporin,Cephamycin,Penam"
Klebsiella pneumoniae,573,NDM-14,3003183,0.000772,"CarbaPenem,Cephalosporin,Cephamycin,Penam"
Klebsiella pneumoniae,573,QnrB76,3003188,2.1e-05,Fluoroquinolone antibiotic
Klebsiella pneumoniae,573,QnrB77,3003189,8.3e-05,Fluoroquinolone antibiotic
Klebsiella pneumoniae,573,AadA25,3003197,6.3e-05,"Spectinomycin,Streptomycin"
Klebsiella pneumoniae,573,RmtH,3003198,6.3e-05,"Amikacin,Arbekacin,Gentamicin A,Tobramycin"
Klebsiella pneumoniae,573,AAC(6')-Ian,3003200,0.000668,"2'-N-ethylNetilmicin,5-epiSisomicin,Amikacin,Dibekacin,Netilmicin,Sisomicin,Tobramycin"
Klebsiella pneumoniae,573,LsaE,3003206,2.1e-05,"Lincomycin,Pleuromutilin"
Klebsiella pneumoniae,573,FosA5,3003209,0.083005,CiprOfloxacin
Klebsiella pneumoniae,573,FosA4,3003210,0.00025,Fosfomycin
Klebsiella pneumoniae,573,Escherichia coli rpoB mutants conferring resistance to rifampicin,3003288,0.001794,"Rifabutin,Rifampin,Rifapentine,Rifaximin"
Klebsiella pneumoniae,573,Escherichia coli gyrA conferring resistance to fluoroquinolones,3003294,0.277121,"CiprOfloxacin,Enoxacin,Gatifloxacin,Grepafloxacin,LevOfloxacin,Lomefloxacin,Moxifloxacin,Nalidixic acid,Norfloxacin,Ofloxacin,Pefloxacin,Sparfloxacin,Trovafloxacin"
Klebsiella pneumoniae,573,Staphylococcus aureus gyrA conferring resistance to fluoroquinolones,3003296,2.1e-05,"CiprOfloxacin,Enoxacin,Gatifloxacin,Grepafloxacin,LevOfloxacin,Lomefloxacin,Moxifloxacin,Nalidixic acid,Norfloxacin,Ofloxacin,Pefloxacin,Sparfloxacin,Trovafloxacin"
Klebsiella pneumoniae,573,Morganella morganii gyrB conferring resistance to fluoroquinolones,3003306,2.1e-05,"CiprOfloxacin,Enoxacin,Gatifloxacin,Grepafloxacin,LevOfloxacin,Lomefloxacin,Moxifloxacin,Nalidixic acid,Norfloxacin,Ofloxacin,Pefloxacin,Sparfloxacin,Trovafloxacin"
Klebsiella pneumoniae,573,Salmonella serovars gyrB conferring resistance to fluoroquinolones,3003307,0.097611,"CiprOfloxacin,Enoxacin,Gatifloxacin,Grepafloxacin,LevOfloxacin,Lomefloxacin,Moxifloxacin,Nalidixic acid,Norfloxacin,Ofloxacin,Pefloxacin,Sparfloxacin,Trovafloxacin"
Klebsiella pneumoniae,573,Escherichia coli parC conferring resistance to fluoroquinolones,3003308,0.528263,"CiprOfloxacin,Enoxacin,Gatifloxacin,Grepafloxacin,LevOfloxacin,Lomefloxacin,Moxifloxacin,Nalidixic acid,Norfloxacin,Ofloxacin,Pefloxacin,Sparfloxacin,Trovafloxacin"
Klebsiella pneumoniae,573,Salmonella serovars parE conferring resistance to fluoroquinolones,3003317,2.1e-05,"CiprOfloxacin,Enoxacin,Gatifloxacin,Grepafloxacin,LevOfloxacin,Lomefloxacin,Moxifloxacin,Nalidixic acid,Norfloxacin,Ofloxacin,Pefloxacin,Sparfloxacin,Trovafloxacin"
Klebsiella pneumoniae,573,Planobispora rosea EF-Tu mutants conferring resistance to inhibitor GE2270A,3003361,2.1e-05,GE2270A
Klebsiella pneumoniae,573,Escherichia coli EF-Tu mutants conferring resistance to kirromycin,3003368,2.1e-05,Kirromycin
Klebsiella pneumoniae,573,Escherichia coli EF-Tu mutants conferring resistance to Pulvomycin,3003369,0.189129,Pulvomycin
Klebsiella pneumoniae,573,Escherichia coli EF-Tu mutants conferring resistance to Enacyloxin IIa,3003370,2.1e-05,Enacyloxin IIa
